LOCATION,MEASURE,TIME,Value
SVK,HR_WKD,2012,1789.040803
SVK,HR_WKD,2013,1771.613287
SVK,HR_WKD,2014,1759.613953
SVK,HR_WKD,2015,1754.088599
SVK,HR_WKD,2016,1740.011521
SVK,HR_WKD,2017,1713.783841
SVK,HR_WKD,2018,1703.923961
SVK,HR_WKD,2019,1691.986308
SVK,HR_WKD,2020,1571.980392
SVK,HR_WKD,2021,1583.159408
SVK,HR_WKD,2022,1622.06685
ESP,HR_WKD,1996,1740.339289
ESP,HR_WKD,1997,1742.636772
ESP,HR_WKD,1998,1751.105871
ESP,HR_WKD,1999,1756.273734
ESP,HR_WKD,2000,1752.820758
ESP,HR_WKD,2001,1762.069783
ESP,HR_WKD,2002,1763.647418
ESP,HR_WKD,2003,1754.63317
ESP,HR_WKD,2004,1739.9012
ESP,HR_WKD,2005,1723.719169
ESP,HR_WKD,2006,1713.740634
ESP,HR_WKD,2007,1701.307798
ESP,HR_WKD,2008,1710.126202
ESP,HR_WKD,2009,1715.804559
ESP,HR_WKD,2010,1705.775535
ESP,HR_WKD,2011,1710.691659
ESP,HR_WKD,2012,1696.726618
ESP,HR_WKD,2013,1689.82441
ESP,HR_WKD,2014,1690.563997
ESP,HR_WKD,2015,1694.237188
ESP,HR_WKD,2016,1701.450062
ESP,HR_WKD,2017,1692.394168
ESP,HR_WKD,2018,1697.621952
ESP,HR_WKD,2019,1677.463076
ESP,HR_WKD,2020,1551.920797
ESP,HR_WKD,2021,1623.477832
ESP,HR_WKD,2022,1643.547475
SWE,HR_WKD,1996,1492.865029
SWE,HR_WKD,1997,1497.285552
SWE,HR_WKD,1998,1496.337218
SWE,HR_WKD,1999,1504.891358
SWE,HR_WKD,2000,1485.5955
SWE,HR_WKD,2001,1464.500087
SWE,HR_WKD,2002,1443.663428
SWE,HR_WKD,2003,1431.29835
SWE,HR_WKD,2004,1452.612399
SWE,HR_WKD,2005,1451.475685
SWE,HR_WKD,2006,1450.117268
SWE,HR_WKD,2007,1461.686702
SWE,HR_WKD,2008,1471.282755
SWE,HR_WKD,2009,1457.931614
SWE,HR_WKD,2010,1483.017589
SWE,HR_WKD,2011,1483.862589
SWE,HR_WKD,2012,1471.371942
SWE,HR_WKD,2013,1462.892899
SWE,HR_WKD,2014,1464.359754
SWE,HR_WKD,2015,1465.871173
SWE,HR_WKD,2016,1478.111092
SWE,HR_WKD,2017,1466.709105
SWE,HR_WKD,2018,1466.180587
SWE,HR_WKD,2019,1453.423602
SWE,HR_WKD,2020,1426.155443
SWE,HR_WKD,2021,1445.626641
SWE,HR_WKD,2022,1440.459124
GBR,HR_WKD,1996,1586.436704
GBR,HR_WKD,1997,1586.436704
GBR,HR_WKD,1998,1581.854276
GBR,HR_WKD,1999,1572.689419
GBR,HR_WKD,2000,1558.025648
GBR,HR_WKD,2001,1562.608077
GBR,HR_WKD,2002,1543.361878
